次序,小韻,反切,聲母,韻目,調,等,呼,韻母,IPA
1385,虎,呼古,曉,姥,上,一,開,模,huʔ
1386,隖,安古,影,姥,上,一,開,模,ʔuʔ
1387,苦,康杜,溪,姥,上,一,開,模,kʰuʔ
1388,怒,奴古,泥,姥,上,一,開,模,nuʔ
1389,戸,侯古,匣,姥,上,一,開,模,ɦuʔ
1390,普,滂古,滂,姥,上,一,開,模,pʰuʔ
1391,補,博古,幫,姥,上,一,開,模,puʔ
1392,薺,徂禮,從,薺,上,四,開,齊開,dzeiʔ
1393,禮,盧啓,來,薺,上,四,開,齊開,leiʔ
1394,體,他禮,透,薺,上,四,開,齊開,tʰeiʔ
1395,䫌,匹米,滂,薺,上,四,開,齊開,pʰeiʔ
1396,濟,子禮,精,薺,上,四,開,齊開,tseiʔ
1397,邸,都禮,端,薺,上,四,開,齊開,teiʔ
1398,弟,徒禮,定,薺,上,四,開,齊開,deiʔ
1399,禰,奴禮,泥,薺,上,四,開,齊開,neiʔ
1400,洗,先禮,心,薺,上,四,開,齊開,seiʔ
1401,泚,千禮,清,薺,上,四,開,齊開,tsʰeiʔ
1402,啓,康禮,溪,薺,上,四,開,齊開,kʰeiʔ
1403,徯,胡禮,匣,薺,上,四,開,齊開,ɦeiʔ
1404,米,莫禮,明,薺,上,四,開,齊開,meiʔ
1405,陛,傍禮,並,薺,上,四,開,齊開,beiʔ
1406,𠯋,烏弟,影,薺,上,四,開,齊開,ʔeiʔ
1407,堄,研啓,疑,薺,上,四,開,齊開,ŋeiʔ
1408,㪏,補米,幫,薺,上,四,開,齊開,peiʔ
1409,蟹,胡買,匣,蟹,上,二,開,佳開,ɦeʔ
1410,買,莫蟹,明,蟹,上,二,開,佳開,meʔ
1411,䒓,苦蟹,溪,蟹,上,二,開,佳開,kʰeʔ
1412,廌,宅買,澄,蟹,上,二,開,佳開,ɖeʔ
1413,嬭,奴蟹,孃,蟹,上,二,開,佳開,ɳeʔ
1414,罷,薄蟹,並,蟹,上,二,開,佳開,beʔ
1415,矮,烏蟹,影,蟹,上,二,開,佳開,ʔeʔ
1416,擺,北買,幫,蟹,上,二,開,佳開,peʔ
1417,解,佳買,見,蟹,上,二,開,佳開,keʔ
1418,灑,所蟹,生,蟹,上,二,開,佳開,ʃeʔ
1419,𦫳,乖買,見,蟹,上,二,合,佳合,kueʔ
1420,㧳,丈夥,澄,蟹,上,二,合,佳合,ɖueʔ
1421,夥,懷𦫳,匣,蟹,上,二,合,佳合,ɦueʔ
1422,扮,花夥,曉,蟹,上,二,合,佳合,hueʔ
1423,箉,求蟹,羣,蟹,上,二,開,佳開,ɡeʔ
1424,駭,侯楷,匣,駭,上,二,開,皆開,ɦaiʔ
1425,楷,苦駭,溪,駭,上,二,開,皆開,kʰaiʔ
1426,騃,五駭,疑,駭,上,二,開,皆開,ŋaiʔ
1427,挨,於駭,影,駭,上,二,開,皆開,ʔaiʔ
1428,賄,呼罪,曉,賄,上,一,合,灰,huəiʔ
1429,猥,烏賄,影,賄,上,一,合,灰,ʔuəiʔ
1430,磥,落猥,來,賄,上,一,合,灰,luəiʔ
1431,錞,徒猥,定,賄,上,一,合,灰,duəiʔ
1432,辠,徂賄,從,賄,上,一,合,灰,dzuəiʔ
1433,浼,武罪,明,賄,上,一,合,灰,muəiʔ
1434,骽,吐猥,透,賄,上,一,合,灰,tʰuəiʔ
1435,瘣,胡罪,匣,賄,上,一,合,灰,ɦuəiʔ
1436,䫥,口猥,溪,賄,上,一,合,灰,kʰuəiʔ
1437,𦞙,都罪,端,賄,上,一,合,灰,tuəiʔ
1438,餧,奴罪,泥,賄,上,一,合,灰,nuəiʔ
1439,𩬳,陟賄,知,賄,上,一,合,灰,ʈuəiʔ
1440,頠,五罪,疑,賄,上,一,合,灰,ŋuəiʔ
1441,皠,七罪,清,賄,上,一,合,灰,tsʰuəiʔ
1442,琲,蒲罪,並,賄,上,一,合,灰,buəiʔ
1443,嶊,子罪,精,賄,上,一,合,灰,tsuəiʔ
1444,倄,于罪,云,賄,上,一,合,灰,ɦuəiʔ
1445,海,呼改,曉,海,上,一,開,咍,həiʔ
1446,愷,苦亥,溪,海,上,一,開,咍,kʰəiʔ
1447,宰,作亥,精,海,上,一,開,咍,tsəiʔ
1448,駘,徒亥,定,海,上,一,開,咍,dəiʔ
1449,乃,奴亥,泥,海,上,一,開,咍,nəiʔ
1450,改,古亥,見,海,上,一,開,咍,kəiʔ
1451,亥,胡改,匣,海,上,一,開,咍,ɦəiʔ
1452,啡,匹愷,滂,海,上,一,開,咍,pʰəiʔ
1453,采,倉宰,清,海,上,一,開,咍,tsʰəiʔ
1454,茝,昌紿,昌,海,上,一,開,咍,tɕʰəiʔ
1455,等,多改,端,海,上,一,開,咍,təiʔ
1456,䆀,莫亥,明,海,上,一,開,咍,məiʔ
1457,在,昨宰,從,海,上,一,開,咍,dzəiʔ
1458,俖,普乃,滂,海,上,一,開,咍,pʰəiʔ
1459,欸,於改,影,海,上,一,開,咍,ʔəiʔ
1460,佁,夷在,以,海,上,一,開,咍,jəiʔ
1461,㘆,他亥,透,海,上,一,開,咍,tʰəiʔ
1462,疓,如亥,日,海,上,一,開,咍,ȵəiʔ
1463,𨦂,來改,來,海,上,一,開,咍,ləiʔ
1464,䑂,與改,以,海,上,一,開,咍,jəiʔ
1465,倍,薄亥,並,海,上,一,開,咍,bəiʔ
1466,軫,章忍,章,軫,上,三,開,眞開,tɕinʔ
1467,辴,丑忍,徹,軫,上,三,開,眞開,ʈʰinʔ
1468,腎,時忍,常,軫,上,三,開,眞開,dʑinʔ
1469,忍,而軫,日,軫,上,三,開,眞開,ȵinʔ
1470,矤,式忍,書,軫,上,三,開,眞開,ɕinʔ
1471,嶙,良忍,來,軫,上,三,開,眞開,linʔ
1472,紖,直引,澄,軫,上,三,開,眞開,ɖinʔ
1473,緊,居忍,見,軫A,上,三,開,眞A,kinʔ
1474,盡,慈忍,從,軫,上,三,開,眞開,dzinʔ
1475,㯸,即忍,精,軫,上,三,開,眞開,tsinʔ
1476,牝,毗忍,並,軫A,上,三,開,眞A,binʔ
1477,釿,宜引,疑,軫B,上,三,開,眞B開,ŋinʔ
1478,笉,七忍,清,軫,上,三,開,眞開,tsʰinʔ
1479,窘,渠殞,羣,軫B,上,三,合,眞B合,ɡynʔ
1480,引,余忍,以,軫,上,三,開,眞開,jinʔ
1481,愍,眉殞,明,軫B,上,三,開,眞B開,minʔ
1482,泯,武盡,明,軫A,上,三,開,眞A,minʔ
1483,殞,于敏,云,軫,上,三,合,眞合,ɦynʔ
1484,準,之尹,章,準,上,三,合,諄,tɕyɨnʔ
1485,尹,余準,以,準,上,三,合,諄,jyɨnʔ
1486,筍,思尹,心,準,上,三,合,諄,syɨnʔ
1487,蝡,而允,日,準,上,三,合,諄,ȵyɨnʔ
1488,蠢,尺尹,昌,準,上,三,合,諄,tɕʰyɨnʔ
1489,盾,食尹,船,準,上,三,合,諄,ʑyɨnʔ
1490,偆,癡準,徹,準,上,三,合,諄,ʈʰyɨnʔ
1491,耣,力準,來,準,上,三,合,諄,lyɨnʔ
1492,𣯍,而尹,日,準,上,三,合,諄,ȵyɨnʔ
1493,𦃢,丘尹,溪,準A,上,三,合,諄A,kʰyɨnʔ
1494,螼,弃忍,溪,軫A,上,三,開,眞A,kʰinʔ
1495,賰,式允,書,準,上,三,合,諄,ɕyɨnʔ
1496,脪,興腎,曉,軫A,上,三,開,眞A,hinʔ
1497,濜,鉏紖,崇,軫,上,三,開,眞開,dʒinʔ
1498,屒,珍忍,知,軫,上,三,開,眞開,ʈinʔ
1499,吻,武粉,明,吻,上,三,合,文,myənʔ
1500,粉,方吻,幫,吻,上,三,合,文,pyənʔ
1501,憤,房吻,並,吻,上,三,合,文,byənʔ
1502,忿,敷粉,滂,吻,上,三,合,文,pʰyənʔ
1503,惲,於粉,影,吻,上,三,合,文,ʔyənʔ
1504,齳,魚吻,疑,吻,上,三,合,文,ŋyənʔ
1505,抎,云粉,云,吻,上,三,合,文,ɦyənʔ
1506,𧼐,丘粉,溪,吻,上,三,合,文,kʰyənʔ
1507,隱,於謹,影,隱,上,三,開,欣,ʔiənʔ
1508,謹,居隱,見,隱,上,三,開,欣,kiənʔ
1509,𧤛,仄謹,莊,𧤛,上,三,開,臻,tʃiɨnʔ
1510,赾,丘謹,溪,隱,上,三,開,欣,kʰiənʔ
1511,近,其謹,羣,隱,上,三,開,欣,ɡiənʔ
1512,齔,初謹,初,𧤛,上,三,開,臻,tʃʰiɨnʔ
1513,听,牛謹,疑,隱,上,三,開,欣,ŋiənʔ
1514,䘆,休謹,曉,隱,上,三,開,欣,hiənʔ
1515,阮,虞遠,疑,阮,上,三,合,元合,ŋyɑnʔ
1516,遠,雲阮,云,阮,上,三,合,元合,ɦyɑnʔ
1517,偃,於幰,影,阮,上,三,開,元開,ʔiɑnʔ
1518,湕,居偃,見,阮,上,三,開,元開,kiɑnʔ
1519,寋,其偃,羣,阮,上,三,開,元開,ɡiɑnʔ
1520,𧥛,去偃,溪,阮,上,三,開,元開,kʰiɑnʔ
1521,𧥜,語偃,疑,阮,上,三,開,元開,ŋiɑnʔ
1522,幰,虚偃,曉,阮,上,三,開,元開,hiɑnʔ
1523,晚,無遠,明,阮,上,三,合,元合,myɑnʔ
1524,反,府遠,幫,阮,上,三,合,元合,pyɑnʔ
1525,𧯦,求晚,羣,阮,上,三,合,元合,ɡyɑnʔ
1526,婉,於阮,影,阮,上,三,合,元合,ʔyɑnʔ
1527,䅚,去阮,溪,阮,上,三,合,元合,kʰyɑnʔ
1528,暅,况晚,曉,阮,上,三,合,元合,hyɑnʔ
1529,飯,扶晚,並,阮,上,三,合,元合,byɑnʔ
1530,混,胡本,匣,混,上,一,合,魂,ɦuənʔ
1531,翉,普本,滂,混,上,一,合,魂,pʰuənʔ
1532,忖,倉本,清,混,上,一,合,魂,tsʰuənʔ
1533,本,布忖,幫,混,上,一,合,魂,puənʔ
1534,損,蘇本,心,混,上,一,合,魂,suənʔ
1535,𠟃,兹損,精,混,上,一,合,魂,tsuənʔ
1536,穩,烏本,影,混,上,一,合,魂,ʔuənʔ
1537,囤,徒損,定,混,上,一,合,魂,duənʔ
1538,鱒,才本,從,混,上,一,合,魂,dzuənʔ
1539,𩩌,古本,見,混,上,一,合,魂,kuənʔ
1540,畽,他衮,透,混,上,一,合,魂,tʰuənʔ
1541,閫,苦本,溪,混,上,一,合,魂,kʰuənʔ
1542,㤻,盧本,來,混,上,一,合,魂,luənʔ
1543,獖,蒲本,並,混,上,一,合,魂,buənʔ
1544,懣,模本,明,混,上,一,合,魂,muənʔ
1545,㶧,乃本,泥,混,上,一,合,魂,nuənʔ
1546,𦃕,虚本,曉,混,上,一,合,魂,huənʔ
1547,很,胡墾,匣,很,上,一,開,痕,ɦənʔ
1548,墾,康很,溪,很,上,一,開,痕,kʰənʔ
1549,䫀,古很,見,很,上,一,開,痕,kənʔ
1550,旱,胡笴,匣,旱,上,一,開,寒,ɦɑnʔ
1551,亶,多旱,端,旱,上,一,開,寒,tɑnʔ
1552,坦,他但,透,旱,上,一,開,寒,tʰɑnʔ
1553,散,蘇旱,心,旱,上,一,開,寒,sɑnʔ
1554,但,徒旱,定,旱,上,一,開,寒,dɑnʔ
1555,瓉,藏旱,從,旱,上,一,開,寒,dzɑnʔ
1556,笴,古旱,見,旱,上,一,開,寒,kɑnʔ
1557,嬾,落旱,來,旱,上,一,開,寒,lɑnʔ
1558,侃,空旱,溪,旱,上,一,開,寒,kʰɑnʔ
1559,䍐,呼旱,曉,旱,上,一,開,寒,hɑnʔ
1560,䰖,作旱,精,旱,上,一,開,寒,tsɑnʔ
1561,緩,胡管,匣,緩,上,一,合,桓,ɦuɑnʔ
1562,短,都管,端,緩,上,一,合,桓,tuɑnʔ
1563,椀,烏管,影,緩,上,一,合,桓,ʔuɑnʔ
1564,疃,吐緩,透,緩,上,一,合,桓,tʰuɑnʔ
1565,算,蘇管,心,緩,上,一,合,桓,suɑnʔ
1566,管,古滿,見,緩,上,一,合,桓,kuɑnʔ
1567,卵,盧管,來,緩,上,一,合,桓,luɑnʔ
1568,款,苦管,溪,緩,上,一,合,桓,kʰuɑnʔ
1569,煗,乃管,泥,緩,上,一,合,桓,nuɑnʔ
1570,纂,作管,精,緩,上,一,合,桓,tsuɑnʔ
1571,伴,蒲旱,並,緩,上,一,合,桓,buɑnʔ
1572,滿,莫旱,明,緩,上,一,合,桓,muɑnʔ
1573,粄,博管,幫,緩,上,一,合,桓,puɑnʔ
1574,鄹,辝纂,邪,緩,上,一,合,桓,zuɑnʔ
1575,斷,徒管,定,緩,上,一,合,桓,duɑnʔ
1576,攤,奴但,泥,旱,上,一,開,寒,nɑnʔ
1577,坢,普伴,滂,緩,上,一,合,桓,pʰuɑnʔ
1578,潸,數板,生,潸,上,二,開,刪開,ʃanʔ
1579,綰,烏板,影,潸,上,二,合,刪合,ʔuanʔ
1580,版,布綰,幫,潸,上,二,開,刪開,panʔ
1581,䩆,側板,莊,潸,上,二,開,刪開,tʃanʔ
1582,赧,奴板,孃,潸,上,二,開,刪開,ɳanʔ
1583,僩,下赧,匣,潸,上,二,開,刪開,ɦanʔ
1584,睆,戸板,匣,潸,上,二,合,刪合,ɦuanʔ
1585,阪,扶板,並,潸,上,二,開,刪開,banʔ
1586,矕,武板,明,潸,上,二,開,刪開,manʔ
1587,𪘪,士板,崇,潸,上,二,開,刪開,dʒanʔ
1588,𪗙,五板,疑,潸,上,二,開,刪開,ŋanʔ
1589,㹽,初板,初,潸,上,二,開,刪開,tʃʰanʔ
1590,眅,普板,滂,潸,上,二,開,刪開,pʰanʔ
1591,撰,雛鯇,崇,潸,上,二,合,刪合,dʒuanʔ
1592,産,所簡,生,產,上,二,開,山開,ʃenʔ
1593,限,胡簡,匣,產,上,二,開,山開,ɦenʔ
1594,𥇅,武簡,明,產,上,二,開,山開,menʔ
1595,簡,古限,見,產,上,二,開,山開,kenʔ
1596,剗,初限,初,產,上,二,開,山開,tʃʰenʔ
1597,棧,士限,崇,產,上,二,開,山開,dʒenʔ
1598,眼,五限,疑,產,上,二,開,山開,ŋenʔ
1599,醆,阻限,莊,產,上,二,開,山開,tʃenʔ
1600,㦃,初綰,初,產,上,二,合,山合,tʃʰuenʔ
1601,齦,起限,溪,產,上,二,開,山開,kʰenʔ
1602,銑,蘇典,心,銑,上,四,開,先開,seinʔ
1603,腆,他典,透,銑,上,四,開,先開,tʰeinʔ
1604,典,多殄,端,銑,上,四,開,先開,teinʔ
1605,蝘,於殄,影,銑,上,四,開,先開,ʔeinʔ
1606,殄,徒典,定,銑,上,四,開,先開,deinʔ
1607,繭,古典,見,銑,上,四,開,先開,keinʔ
1608,峴,胡典,匣,銑,上,四,開,先開,ɦeinʔ
1609,顯,呼典,曉,銑,上,四,開,先開,heinʔ
1610,㨠,彌殄,明,銑,上,四,開,先開,meinʔ
1611,撚,乃殄,泥,銑,上,四,開,先開,neinʔ
1612,編,方典,幫,銑,上,四,開,先開,peinʔ
1613,泫,胡畎,匣,銑,上,四,合,先合,ɦueinʔ
1614,𡿨,姑泫,見,銑,上,四,合,先合,kueinʔ
1615,辮,薄泫,並,銑,上,四,開,先開,beinʔ
1616,犬,苦泫,溪,銑,上,四,合,先合,kʰueinʔ
1617,𥧬,牽繭,溪,銑,上,四,開,先開,kʰeinʔ
1618,齞,研峴,疑,銑,上,四,開,先開,ŋeinʔ
1619,獮,息淺,心,獮,上,三,開,仙開,sienʔ
1620,演,以淺,以,獮,上,三,開,仙開,jienʔ
1621,踐,慈演,從,獮,上,三,開,仙開,dzienʔ
1622,展,知演,知,獮,上,三,開,仙開,ʈienʔ
1623,𦗢,旨善,章,獮,上,三,開,仙開,tɕienʔ
1624,趁,尼展,孃,獮,上,三,開,仙開,ɳienʔ
1625,淺,七演,清,獮,上,三,開,仙開,tsʰienʔ
1626,闡,昌善,昌,獮,上,三,開,仙開,tɕʰienʔ
1627,遣,去演,溪,獮A,上,三,開,仙A開,kʰienʔ
1628,蹇,九輦,見,獮B,上,三,開,仙B開,kienʔ
1629,善,常演,常,獮,上,三,開,仙開,dʑienʔ
1630,翦,即淺,精,獮,上,三,開,仙開,tsienʔ
1631,蹨,人善,日,獮,上,三,開,仙開,ȵienʔ
1632,𦆀,徐翦,邪,獮,上,三,開,仙開,zienʔ
1633,輦,力展,來,獮,上,三,開,仙開,lienʔ
1634,齴,魚蹇,疑,獮B,上,三,開,仙B開,ŋienʔ
1635,件,其輦,羣,獮B,上,三,開,仙B開,ɡienʔ
1636,辯,符蹇,並,獮B,上,三,開,仙B開,bienʔ
1637,緬,彌兖,明,獮A,上,三,開,仙A開,mienʔ
1638,褊,方緬,幫,獮A,上,三,開,仙A開,pienʔ
1639,臇,子兖,精,獮,上,三,合,仙合,tsyenʔ
1640,雋,徂兖,從,獮,上,三,合,仙合,dzyenʔ
1641,辡,方免,幫,獮B,上,三,開,仙B開,pienʔ
1642,兖,以轉,以,獮,上,三,合,仙合,jyenʔ
1643,臠,力兖,來,獮,上,三,合,仙合,lyenʔ
1644,轉,陟兖,知,獮,上,三,合,仙合,ʈyenʔ
1645,卷,居轉,見,獮B,上,三,合,仙B合,kyenʔ
1646,圈,渠篆,羣,獮B,上,三,合,仙B合,ɡyenʔ
1647,輭,而兖,日,獮,上,三,合,仙合,ȵyenʔ
1648,舛,昌兖,昌,獮,上,三,合,仙合,tɕʰyenʔ
1649,膞,市兖,常,獮,上,三,合,仙合,dʑyenʔ
1650,篆,持兖,澄,獮,上,三,合,仙合,ɖyenʔ
1651,剸,旨兖,章,獮,上,三,合,仙合,tɕyenʔ
1652,選,思兖,心,獮,上,三,合,仙合,syenʔ
1653,撰,士免,崇,獮,上,三,合,仙合,dʒyenʔ
1654,蜎,狂兖,羣,獮A,上,三,合,仙A合,ɡyenʔ
1655,蠉,香兖,曉,獮A,上,三,合,仙A合,hyenʔ
1656,楩,符善,並,獮A,上,三,開,仙A開,bienʔ
1657,免,亡辨,明,獮B,上,三,開,仙B開,mienʔ
1658,搌,丑善,徹,獮,上,三,開,仙開,ʈʰienʔ
1659,鴘,披免,滂,獮B,上,三,開,仙B開,pʰienʔ
1660,㒄,式善,書,獮,上,三,開,仙開,ɕienʔ
1661,㫃,於蹇,影,獮B,上,三,開,仙B開,ʔienʔ
1662,邅,除善,澄,獮,上,三,開,仙開,ɖienʔ
1663,棧,士免,崇,獮,上,三,開,仙開,dʒienʔ
1664,篠,先鳥,心,篠,上,四,開,蕭,seuʔ
1665,皎,古了,見,篠,上,四,開,蕭,keuʔ
1666,鳥,都了,端,篠,上,四,開,蕭,teuʔ
1667,了,盧鳥,來,篠,上,四,開,蕭,leuʔ
1668,朓,土了,透,篠,上,四,開,蕭,tʰeuʔ
1669,䥵,馨皛,曉,篠,上,四,開,蕭,heuʔ
1670,杳,烏皎,影,篠,上,四,開,蕭,ʔeuʔ
1671,嬲,奴鳥,泥,篠,上,四,開,蕭,neuʔ
1672,皛,胡了,匣,篠,上,四,開,蕭,ɦeuʔ
1673,窕,徒了,定,篠,上,四,開,蕭,deuʔ
1674,磽,苦皎,溪,篠,上,四,開,蕭,kʰeuʔ
1675,湫,子了,精,篠,上,四,開,蕭,tseuʔ
1676,小,私兆,心,小,上,三,開,宵,sieuʔ
1677,肇,治小,澄,小,上,三,開,宵,ɖieuʔ
1678,沼,之少,章,小,上,三,開,宵,tɕieuʔ
1679,夭,於兆,影,小B,上,三,開,宵B,ʔieuʔ
1680,巐,丑小,徹,小,上,三,開,宵,ʈʰieuʔ
1681,少,書沼,書,小,上,三,開,宵,ɕieuʔ
1682,擾,而沼,日,小,上,三,開,宵,ȵieuʔ
1683,摽,符少,並,小A,上,三,開,宵A,bieuʔ
1684,𪍑,尺沼,昌,小,上,三,開,宵,tɕʰieuʔ
1685,縹,敷沼,滂,小A,上,三,開,宵A,pʰieuʔ
1686,眇,亡沼,明,小A,上,三,開,宵A,mieuʔ
1687,紹,市沼,常,小,上,三,開,宵,dʑieuʔ
1688,矯,居夭,見,小B,上,三,開,宵B,kieuʔ
1689,表,陂嬌,幫,小B,上,三,開,宵B,pieuʔ
1690,褾,方小,幫,小A,上,三,開,宵A,pieuʔ
1691,藨,平表,並,小B,上,三,開,宵B,bieuʔ
1692,鷕,以沼,以,小,上,三,開,宵,jieuʔ
1693,悄,親小,清,小,上,三,開,宵,tsʰieuʔ
1694,𠞰,子小,精,小,上,三,開,宵,tsieuʔ
1695,𨲭,巨夭,羣,小B,上,三,開,宵B,ɡieuʔ
1696,繚,力小,來,小,上,三,開,宵,lieuʔ
1697,麃,滂表,滂,小B,上,三,開,宵B,pʰieuʔ
1698,闄,於小,影,小A,上,三,開,宵A,ʔieuʔ
1699,巧,苦絞,溪,巧,上,二,開,肴,kʰauʔ
1700,澩,下巧,匣,巧,上,二,開,肴,ɦauʔ
1701,飽,博巧,幫,巧,上,二,開,肴,pauʔ
1702,㺒,奴巧,孃,巧,上,二,開,肴,ɳauʔ
1703,卯,莫飽,明,巧,上,二,開,肴,mauʔ
1704,絞,古巧,見,巧,上,二,開,肴,kauʔ
1705,爪,側絞,莊,巧,上,二,開,肴,tʃauʔ
1706,拗,於絞,影,巧,上,二,開,肴,ʔauʔ
1707,鮑,薄巧,並,巧,上,二,開,肴,bauʔ
1708,齩,五巧,疑,巧,上,二,開,肴,ŋauʔ
1709,䰫,士絞,崇,巧,上,二,開,肴,dʒauʔ
1710,煼,初爪,初,巧,上,二,開,肴,tʃʰauʔ
1711,䝤,張絞,知,巧,上,二,開,肴,ʈauʔ
1712,𢾐,山巧,生,巧,上,二,開,肴,ʃauʔ
1713,晧,胡老,匣,晧,上,一,開,豪,ɦɑuʔ
1714,抱,薄浩,並,晧,上,一,開,豪,bɑuʔ
1715,老,盧晧,來,晧,上,一,開,豪,lɑuʔ
1716,討,他浩,透,晧,上,一,開,豪,tʰɑuʔ
1717,道,徒晧,定,晧,上,一,開,豪,dɑuʔ
1718,堖,奴晧,泥,晧,上,一,開,豪,nɑuʔ
1719,㛮,蘇老,心,晧,上,一,開,豪,sɑuʔ
1720,倒,都晧,端,晧,上,一,開,豪,tɑuʔ
1721,草,采老,清,晧,上,一,開,豪,tsʰɑuʔ
1722,早,子晧,精,晧,上,一,開,豪,tsɑuʔ
1723,皁,昨早,從,晧,上,一,開,豪,dzɑuʔ
1724,暠,古老,見,晧,上,一,開,豪,kɑuʔ
1725,好,呼晧,曉,晧,上,一,開,豪,hɑuʔ
1726,蓩,武道,明,晧,上,一,開,豪,mɑuʔ
1727,寶,博抱,幫,晧,上,一,開,豪,pɑuʔ
1728,襖,烏晧,影,晧,上,一,開,豪,ʔɑuʔ
1729,考,苦浩,溪,晧,上,一,開,豪,kʰɑuʔ
1730,𦽀,五老,疑,晧,上,一,開,豪,ŋɑuʔ
1731,哿,古我,見,哿,上,一,開,歌,kɑʔ
1732,瑳,千可,清,哿,上,一,開,歌,tsʰɑʔ
1733,嚲,丁可,端,哿,上,一,開,歌,tɑʔ
1734,縒,蘇可,心,哿,上,一,開,歌,sɑʔ
1735,爹,徒可,定,哿,上,一,開,歌,dɑʔ
1736,我,五可,疑,哿,上,一,開,歌,ŋɑʔ
1737,袉,吐可,透,哿,上,一,開,歌,tʰɑʔ
1738,㰁,來可,來,哿,上,一,開,歌,lɑʔ
1739,橠,奴可,泥,哿,上,一,開,歌,nɑʔ
1740,荷,胡可,匣,哿,上,一,開,歌,ɦɑʔ
1741,㰤,虚我,曉,哿,上,一,開,歌,hɑʔ
1742,可,枯我,溪,哿,上,一,開,歌,kʰɑʔ
1743,𨵌,烏可,影,哿,上,一,開,歌,ʔɑʔ
1744,左,臧可,精,哿,上,一,開,歌,tsɑʔ
1745,果,古火,見,果,上,一,合,戈一合,kuɑʔ
1746,埵,丁果,端,果,上,一,合,戈一合,tuɑʔ
1747,鎖,蘇果,心,果,上,一,合,戈一合,suɑʔ
1748,墮,徒果,定,果,上,一,合,戈一合,duɑʔ
1749,妥,他果,透,果,上,一,合,戈一合,tʰuɑʔ
1750,麼,亡果,明,果,上,一,合,戈一合,muɑʔ
1751,坐,徂果,從,果,上,一,合,戈一合,dzuɑʔ
1752,㛂,五果,疑,果,上,一,合,戈一合,ŋuɑʔ
1753,裸,郎果,來,果,上,一,合,戈一合,luɑʔ
1754,婐,烏果,影,果,上,一,合,戈一合,ʔuɑʔ
1755,㛂,奴果,泥,果,上,一,合,戈一合,nuɑʔ
1756,跛,布火,幫,果,上,一,合,戈一合,puɑʔ
1757,叵,普火,滂,果,上,一,合,戈一合,pʰuɑʔ
1758,禍,胡果,匣,果,上,一,合,戈一合,ɦuɑʔ
1759,火,呼果,曉,果,上,一,合,戈一合,huɑʔ
1760,顆,苦果,溪,果,上,一,合,戈一合,kʰuɑʔ
1761,爸,捕可,並,哿,上,一,開,歌,bɑʔ
1762,脞,倉果,清,果,上,一,合,戈一合,tsʰuɑʔ
1763,硰,作可,精,果,上,一,合,戈一合,tsuɑʔ
1764,馬,莫下,明,馬,上,二,開,麻二開,maʔ
1765,者,章也,章,馬,上,三,開,麻三開,tɕiaʔ
1766,野,羊者,以,馬,上,三,開,麻三開,jiaʔ
1767,雅,五下,疑,馬,上,二,開,麻二開,ŋaʔ
1768,檟,古疋,見,馬,上,二,開,麻二開,kaʔ
1769,灑,砂下,生,馬,上,二,開,麻二開,ʃaʔ
1770,啞,烏下,影,馬,上,二,開,麻二開,ʔaʔ
1771,灺,徐野,邪,馬,上,三,開,麻三開,ziaʔ
1772,下,胡雅,匣,馬,上,二,開,麻二開,ɦaʔ
1773,寫,悉姐,心,馬,上,三,開,麻三開,siaʔ
1774,𡎬,𩛠瓦,精,果,上,三,合,戈三合,tsyɑʔ
1775,乜,彌也,明,馬,上,三,開,麻三開,miaʔ
1776,且,七也,清,馬,上,三,開,麻三開,tsʰiaʔ
1777,㗿,許下,曉,馬,上,二,開,麻二開,haʔ
1778,社,常者,常,馬,上,三,開,麻三開,dʑiaʔ
1779,跒,苦下,溪,馬,上,二,開,麻二開,kʰaʔ
1780,跁,傍下,並,馬,上,二,開,麻二開,baʔ
1781,捨,書冶,書,馬,上,三,開,麻三開,ɕiaʔ
1782,姐,兹野,精,馬,上,三,開,麻三開,tsiaʔ
1783,把,博下,幫,馬,上,二,開,麻二開,paʔ
1784,踝,胡瓦,匣,馬,上,二,合,麻二合,ɦuaʔ
1785,寡,古瓦,見,馬,上,二,合,麻二合,kuaʔ
1786,瓦,五寡,疑,馬,上,二,合,麻二合,ŋuaʔ
1787,若,人者,日,馬,上,三,開,麻三開,ȵiaʔ
1788,鮓,側下,莊,馬,上,二,開,麻二開,tʃaʔ
1789,觰,都賈,知,馬,上,二,開,麻二開,ʈaʔ
1790,槎,士下,崇,馬,上,二,開,麻二開,dʒaʔ
1791,奲,昌者,昌,馬,上,三,開,麻三開,tɕʰiaʔ
1792,䋾,竹下,知,馬,上,二,開,麻二開,ʈaʔ
1793,䋈,奴下,孃,馬,上,二,開,麻二開,ɳaʔ
1794,髁,苦瓦,溪,馬,上,二,合,麻二合,kʰuaʔ
1795,䂳,叉瓦,初,馬,上,二,合,麻二合,tʃʰuaʔ
1796,䊬,丑寡,徹,馬,上,二,合,麻二合,ʈʰuaʔ
1797,葰,沙瓦,生,馬,上,二,合,麻二合,ʃuaʔ
1798,奼,丑下,徹,馬,上,二,開,麻二開,ʈʰaʔ
1799,藞,盧下,來,馬,上,二,開,麻二開,laʔ
1800,養,餘兩,以,養,上,三,開,陽開,jiɑŋʔ
1801,像,徐兩,邪,養,上,三,開,陽開,ziɑŋʔ
1802,㢡,即兩,精,養,上,三,開,陽開,tsiɑŋʔ
1803,㒳,良㢡,來,養,上,三,開,陽開,liɑŋʔ
