小韻次序,小韻,字次序,字,釋,IPA
36,彤,13,鉵,大鉏,duoŋ
36,彤,14,𧹝,赤色,duoŋ
36,彤,15,𩦶,黑虎,duoŋ
36,彤,16,浵,水名亦水皃,duoŋ
36,彤,17,䶱,龜名又音終,duoŋ
36,彤,18,𠩁,楚云深屋,duoŋ
36,彤,19,鉖,鈞鉖,duoŋ
36,彤,20,𨜳,古國名,duoŋ
36,彤,21,㠽,戎云幡也,duoŋ
36,彤,22,赨,赤蟲,duoŋ
37,賨,1,賨,戎税說文曰南蠻賦也藏宗切十一,dzuoŋ
37,賨,2,琮,說文云琮瑞玉大八寸似車釭周禮曰以黃琮禮地,dzuoŋ
37,賨,3,悰,慮也一曰樂也,dzuoŋ
37,賨,4,潨,小水入大水也又徂紅職戎二切,dzuoŋ
37,賨,5,淙,水聲又士江切,dzuoŋ
37,賨,6,慒,謀也又似由切,dzuoŋ
37,賨,7,鬃,髙髻又士江切,dzuoŋ
37,賨,8,㼻,甖屬又士江切,dzuoŋ
37,賨,9,孮,[-/爲]族盛孮郷,dzuoŋ
37,賨,10,誴,謀誴樂也,dzuoŋ
37,賨,11,𢃏,帛𢃏又布名,dzuoŋ
38,農,1,農,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,nuoŋ
38,農,2,䢉,上同（農‧田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二）,nuoŋ
38,農,3,辳,古文（䢉‧上同（農‧田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二））,nuoŋ
38,農,4,𨑋,籀文,nuoŋ
38,農,5,𩟊,䭢𩟊強食䭢女耕切,nuoŋ
38,農,6,噥,多言不中,nuoŋ
38,農,7,𩅽,露多,nuoŋ
38,農,8,憹,㦀憹悦也,nuoŋ
38,農,9,㺜,多毛犬也又乃刀切,nuoŋ
38,農,10,儂,我也,nuoŋ
38,農,11,𧗕,說文曰腫血也,nuoŋ
38,農,12,膿,上同（𧗕‧說文曰腫血也）,nuoŋ
39,攻,1,攻,治也作也擊也伐也古冬切二,kuoŋ
39,攻,2,釭,燈也又音江,kuoŋ
40,䃔,1,䃔,䃔䃧石落[-/聲]戸冬切四,ɦuoŋ
40,䃔,2,洚,說文曰水不遵道一曰下也孟子曰洚水警子,ɦuoŋ
40,䃔,3,㗢,歌也又胡宋徒送二切,ɦuoŋ
40,䃔,4,𩘎,大風,ɦuoŋ
41,䃧,1,䃧,力冬切三,luoŋ
41,䃧,2,䥢,[䥢/⿱鼓釜]鼓聲,luoŋ
41,䃧,3,𣫣,聲也,luoŋ
42,宗,1,宗,衆也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周郷宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕録有宗正謙善卜相作冬切二,tsuoŋ
42,宗,2,倧,上古神人,tsuoŋ
43,鬆,1,鬆,髼鬆髮亂皃私宗切三,suoŋ
43,鬆,2,䯳,上同（鬆‧髼鬆髮亂皃私宗切三）,suoŋ
44,炵,1,炵,火色他冬切一,tʰuoŋ
45,鍾,1,鍾,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏丗本云與秦同祖其後因封爲姓職容切十八,tɕioŋ
45,鍾,2,鐘,樂器也吕氏春秋云黃帝命伶倫鑄寸二器丗本曰垂作鐘,tɕioŋ
45,鍾,3,蚣,䘀螽蟲,tɕioŋ
45,鍾,4,忪,心動皃,tɕioŋ
45,鍾,5,䇗,長節竹也,tɕioŋ
45,鍾,6,蹱,躘蹱小兒行皃,tɕioŋ
45,鍾,7,彸,征彸行皃,tɕioŋ
45,鍾,8,衳,小褌也,tɕioŋ
45,鍾,9,伀,志及衆也,tɕioŋ
45,鍾,10,橦,字㨾云本音同今借爲木橦字,tɕioŋ
45,鍾,11,籦,籠籦竹名廣志云可爲笛,tɕioŋ
45,鍾,12,妐,夫之兄也,tɕioŋ
45,鍾,13,㕬,衆口也,tɕioŋ
45,鍾,14,𧢸,舉角也,tɕioŋ
45,鍾,15,炂,熱化也,tɕioŋ
45,鍾,16,𦬘,草名,tɕioŋ
45,鍾,17,𨳗,門外開𨳗,tɕioŋ
45,鍾,18,鈆,鐵鈆,tɕioŋ
46,龍,1,龍,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,lioŋ
46,龍,2,𪚝,圭爲龍文,lioŋ
46,龍,3,躘,躘蹱,lioŋ
46,龍,4,鸗,鳥名,lioŋ
46,龍,5,驡,野馬,lioŋ
46,龍,6,𪚠,巫也,lioŋ
46,龍,7,籠,𥳎籠竹車軬亦籦籠竹又力東力董二切,lioŋ
46,龍,8,𦪽,小船上安蓋者,lioŋ
46,龍,9,蘢,蘢古草,lioŋ
47,舂,1,舂,丗本曰雍父作舂吕氏春秋曰赤兾作舂書容切六,ɕioŋ
47,舂,2,𧐍,蜙蝑俗呼𧐍𧑓,ɕioŋ
47,舂,3,摏,撞也,ɕioŋ
47,舂,4,蹖,蹋也,ɕioŋ
47,舂,5,𪄻,𪇆𪄻鳥名,ɕioŋ
47,舂,6,憃,愚也,ɕioŋ
48,松,1,松,木名玄中記曰松脂淪入地千歳爲[伏/茯]苓亦州[-/名]舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,zioŋ
48,松,2,㮤,古文（松‧木名玄中記曰松脂淪入地千歳爲[伏/茯]苓亦州[-/名]舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四）[淞/凇],zioŋ
48,松,3,淞,凍落皃又先恭切,zioŋ
48,松,4,訟,爭獄又徐用切,zioŋ
49,𧘂,1,𧘂,當也向也突也說文曰通道也尺容切十一,tɕʰioŋ
49,𧘂,2,衝,上同（𧘂‧當也向也突也說文曰通道也尺容切十一）,tɕʰioŋ
49,𧘂,3,罿,[縱/網]也又音童,tɕʰioŋ
49,𧘂,4,憧,憧憧往來皃,tɕʰioŋ
49,𧘂,5,䡴,陷陣車,tɕʰioŋ
49,𧘂,6,艟,艨艟戰船,tɕʰioŋ
49,𧘂,7,潼,河潼又音同,tɕʰioŋ
49,𧘂,8,褈,褈褣衣也,tɕʰioŋ
49,𧘂,9,𠟍,剌也,tɕʰioŋ
49,𧘂,10,𠝤,同上（𠟍‧剌也）,tɕʰioŋ
49,𧘂,11,䂌,短矛也,tɕʰioŋ
50,容,1,容,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,jioŋ
50,容,2,溶,水皃又音勇,jioŋ
50,容,3,滽,水名出冝蘇山,jioŋ
50,容,4,庸,常也用也功也和也次也易也又姓漢有庸光,jioŋ
50,容,5,𦤘,古文（庸‧常也用也功也和也次也易也又姓漢有庸光）,jioŋ
50,容,6,𧴄,獸似牛領有肉也,jioŋ
50,容,7,㺎,並上同（𧴄‧獸似牛領有肉也）,jioŋ
50,容,8,𤛑,並上同（㺎‧並上同（𧴄‧獸似牛領有肉也））,jioŋ
50,容,9,墉,城也垣也,jioŋ
50,容,10,鎔,鎔鑄,jioŋ
50,容,11,鏞,大鐘,jioŋ
50,容,12,銿,上同（鏞‧大鐘）說文與鐘同,jioŋ
50,容,13,鄘,國名,jioŋ
50,容,14,傭,傭賃又丑凶切,jioŋ
50,容,15,𪅟,𪅟𪆫鳥名似鴨雞足也,jioŋ
50,容,16,㼸,甖也,jioŋ
50,容,17,𤮇,上同（㼸‧甖也）,jioŋ
50,容,18,鱅,魚名又音慵,jioŋ
50,容,19,蓉,芙蓉,jioŋ
50,容,20,䗤,䖺䗤色如黃蛇有羽,jioŋ
50,容,21,傛,傛華縣也又漢書婦官有傛華,jioŋ
50,容,22,褣,𧝎褣,jioŋ
50,容,23,搈,不安,jioŋ
50,容,24,瑢,瑽瑢佩玉行也,jioŋ
50,容,25,䈶,䈶䇯又矢,jioŋ
50,容,26,嵱,山名在容州山下有鬼市,jioŋ
50,容,27,頌,形頌又似用切,jioŋ
50,容,28,㝐,㝐盛也說文云古文容,jioŋ
50,容,29,䡆,車行皃,jioŋ
50,容,30,㟾,㟾山在建州,jioŋ
50,容,31,𨲟,餝𨲟,jioŋ
50,容,32,𪃾,𪃾鸀,jioŋ
50,容,33,槦,㮧槦木中箭笴,jioŋ
50,容,34,㣑,重影一曰䙹㣑,jioŋ
50,容,35,𢧳,𢧳戣兵器,jioŋ
51,封,1,封,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,pioŋ
51,封,2,𡉚,古文（封‧大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五）,pioŋ
51,封,3,犎,野牛,pioŋ
51,封,4,葑,菜名詩云采葑采菲,pioŋ
51,封,5,崶,山名一名龍門山在封州大魚上化爲龍上不得㸃額流血水謂丹色也,pioŋ
52,胷,1,胷,膺也亦作匈𦙄許容切十,hioŋ
52,胷,2,凶,凶禍,hioŋ
52,胷,3,𣧑,古文（凶‧凶禍）,hioŋ
52,胷,4,銎,懼也又斤斧柄孔又曲恭切,hioŋ
52,胷,5,洶,水勢也,hioŋ
52,胷,6,恟,懼也,hioŋ
52,胷,7,𧧗,訟也,hioŋ
52,胷,8,兇,惡也,hioŋ
52,胷,9,訩,衆語,hioŋ
52,胷,10,匈,匈奴,hioŋ
53,顒,1,顒,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,ŋioŋ
53,顒,2,𩤛,上同（顒‧仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四）見廣蒼,ŋioŋ
53,顒,3,鰅,魚名說文曰皮有文出樂浪又音隅,ŋioŋ
53,顒,4,喁,噞喁,ŋioŋ
54,邕,1,邕,說文曰四方有水自邕成池者是也於容切十六,ʔioŋ
54,邕,2,雍,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切,ʔioŋ
54,邕,3,噰,鳥聲,ʔioŋ
54,邕,4,嗈,上同（噰‧鳥聲）,ʔioŋ
54,邕,5,郺,郺𨑊多皃,ʔioŋ
54,邕,6,澭,水名在宋,ʔioŋ
54,邕,7,灉,上同（澭‧水名在宋）爾雅曰水自河出爲灉,ʔioŋ
54,邕,8,癰,癰癤,ʔioŋ
54,邕,9,罋,汲器,ʔioŋ
54,邕,10,廱,辟廱天子敎宫,ʔioŋ
54,邕,11,饔,熟食,ʔioŋ
54,邕,12,壅,塞又音擁,ʔioŋ
54,邕,13,雝,爾雅曰䳭鴒雝渠,ʔioŋ
54,邕,14,𪄉,上同（雝‧爾雅曰䳭鴒雝渠）,ʔioŋ
54,邕,15,㻾,玉器,ʔioŋ
54,邕,16,𧴗,獸似猨也,ʔioŋ
55,醲,1,醲,厚酒女容切八,ɳioŋ
55,醲,2,𨑊,郺𨑊,ɳioŋ
55,醲,3,濃,厚也,ɳioŋ
55,醲,4,襛,襛華又衣厚皃又而容切,ɳioŋ
55,醲,5,穠,花木厚又而容切,ɳioŋ
55,醲,6,檂,木名,ɳioŋ
55,醲,7,𪒬,𪒒𪒬,ɳioŋ
55,醲,8,𨲳,多也,ɳioŋ
56,重,1,重,複也疊也直容切又直勇直用二切六,ɖioŋ
56,重,2,穜,先種晚熟曰穜,ɖioŋ
56,重,3,緟,說文云增益也,ɖioŋ
56,重,4,褈,複也,ɖioŋ
56,重,5,䳯,䳯𪄹鳥名,ɖioŋ
56,重,6,蝩,蠶晚生者,ɖioŋ
57,從,1,從,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三,dzioŋ
57,從,2,从,古文（從‧就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三）說文曰相聽也,dzioŋ
57,從,3,𩀰,方言云南楚人謂雞,dzioŋ
58,蹱,1,蹱,躘蹱丑凶切七,ʈʰioŋ
58,蹱,2,傭,均也直也又音容,ʈʰioŋ
58,蹱,3,𦟛,上同（傭‧均也直也又音容）,ʈʰioŋ
58,蹱,4,𨙦,馬不行也,ʈʰioŋ
58,蹱,5,䝑,土精如㹠在地下也,ʈʰioŋ
58,蹱,6,𨤩,地名又直容切,ʈʰioŋ
58,蹱,7,𪒒,深穴中𪒒黑也,ʈʰioŋ
59,逢,1,逢,值也迎也符容切八,bioŋ
59,逢,2,縫,紩又音俸,bioŋ
59,逢,3,漨,水名,bioŋ
59,逢,4,䩼,鼓聲,bioŋ
59,逢,5,𥎌,𥎌𥎂矛也,bioŋ
59,逢,6,夆,掣[-/曳]也又敷恭切,bioŋ
59,逢,7,𥛝,大黃負山神能動天地氣昔孔甲遇之,bioŋ
59,逢,8,捀,說文曰奉也又符用切,bioŋ
60,峯,1,峯,山峯也敷容切十六,pʰioŋ
60,峯,2,鋒,劔刃鋒也,pʰioŋ
60,峯,3,丰,丰茸美好說文本作𡴀草盛𡴀[-/𡴀]也從生上下達也,pʰioŋ
60,峯,4,𡴀,上同（丰‧丰茸美好說文本作𡴀草盛𡴀[-/𡴀]也從生上下達也）,pʰioŋ
60,峯,5,𢓱,使也,pʰioŋ
60,峯,6,妦,好也,pʰioŋ
60,峯,7,蠭,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後,pʰioŋ
60,峯,8,蜂,上同（蠭‧說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後）,pʰioŋ
60,峯,9,𧒒,古文（蜂‧上同（蠭‧說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後））,pʰioŋ
60,峯,10,蘴,菜名又音豐,pʰioŋ
60,峯,11,桻,木上,pʰioŋ
60,峯,12,㷭,㷭火夜曰㷭晝曰燧,pʰioŋ
60,峯,13,烽,上同（㷭‧㷭火夜曰㷭晝曰燧）,pʰioŋ
60,峯,14,莑,草牙始生出音譜,pʰioŋ
60,峯,15,仹,仙人,pʰioŋ
60,峯,16,㸼,㸼牛,pʰioŋ
61,縱,1,縱,縱横也即容切又子用切九,tsioŋ
61,縱,2,𣯨,毾㲪也,tsioŋ
61,縱,3,蹤,蹤跡,tsioŋ
61,縱,4,䡮,車跡,tsioŋ
61,縱,5,樅,木名又七恭切,tsioŋ
61,縱,6,磫,磫𥗫礪石,tsioŋ
61,縱,7,豵,豕生三子,tsioŋ
61,縱,8,熧,火行穴中,tsioŋ
61,縱,9,𧺣,急行也又此從切,tsioŋ
62,茸,1,茸,草生皃而容切十,ȵioŋ
62,茸,2,䩸,毳飾[髶/𩮙],ȵioŋ
62,茸,3,髶,髮多亂皃,ȵioŋ
62,茸,4,䇯,竹頭有文,ȵioŋ
62,茸,5,襛,華皃又厚衣皃又女容切,ȵioŋ
62,茸,6,穠,花木厚也又女容切,ȵioŋ
62,茸,7,搑,擣也,ȵioŋ
62,茸,8,𥎂,𥍮𥎂矛也,ȵioŋ
62,茸,9,榵,木名似檀,ȵioŋ
62,茸,10,穁,禾[梢/梋],ȵioŋ
63,蛩,1,蛩,蛩蛩巨虛獸也說文云一曰秦謂蟬蜕曰蛩渠容切十六,ɡioŋ
63,蛩,2,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛䟽,ɡioŋ
63,蛩,3,舼,舼船,ɡioŋ
63,蛩,4,𦨰,上同（舼‧舼船）,ɡioŋ
63,蛩,5,筇,竹名可爲杖張鶱至大宛得之,ɡioŋ
63,蛩,6,輁,輁軸所以支棺也又音拱,ɡioŋ
63,蛩,7,𦭭,蓂莢實也,ɡioŋ
63,蛩,8,𥳎,𥳎籠,ɡioŋ
63,蛩,9,䂬,水㠀石也又居勇切,ɡioŋ
63,蛩,10,蛬,蟋蟀又音拱,ɡioŋ
63,蛩,11,𠌖,𠌖倯可憎之皃,ɡioŋ
63,蛩,12,𩬰,𩬰鬆髪亂也,ɡioŋ
63,蛩,13,桏,柜柳,ɡioŋ
63,蛩,14,䅃,稰也又巨壠切,ɡioŋ
63,蛩,15,𤤶,𤤶佩,ɡioŋ
63,蛩,16,𩢽,獸如馬而青一走千里也,ɡioŋ
64,鱅,1,鱅,魚名似牛音如豕蜀庸切又音庸三,dʑioŋ
64,鱅,2,慵,嬾也,dʑioŋ
64,鱅,3,𩌨,通俗文云牽乾也,dʑioŋ
65,恭,1,恭,恭敬也說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙[縱/樅]等入冬韻非也十,kioŋ
65,恭,2,龔,姓也漢有龔遂,kioŋ
65,恭,3,供,奉也具也設也給也進也又居用切,kioŋ
65,恭,4,珙,璧也又音拱,kioŋ
65,恭,5,䢼,邑名出異苑又亭名出晉書,kioŋ
65,恭,6,共,共城縣在衞州又渠用切,kioŋ
65,恭,7,𤱨,㽤也,kioŋ
65,恭,8,廾,竦手也說文本居竦切,kioŋ
65,恭,9,髸,髸䯳,kioŋ
65,恭,10,䳍,鳥似雉鳴自呼,kioŋ
66,蜙,1,蜙,蜙蝑蟲名息恭切六,sioŋ
66,蜙,2,淞,水名在吳又音松,sioŋ
66,蜙,3,凇,凍落之皃,sioŋ
66,蜙,4,鬆,髮亂皃亦作䯳,sioŋ
66,蜙,5,倯,倯恭怯皃,sioŋ
66,蜙,6,𢔋,小行恐皃,sioŋ
67,樅,1,樅,木名松葉栢身七恭切又音蹤十二,tsʰioŋ
67,樅,2,鏦,短矛又音䆫,tsʰioŋ
67,樅,3,從,從容又疾容秦用二切,tsʰioŋ
67,樅,4,暰,光也張景陽七命云怒目電暰是也,tsʰioŋ
67,樅,5,䗥,螉䗥小蜂生牛馬皮中也,tsʰioŋ
67,樅,6,瑽,瑽瑢佩玉行皃,tsʰioŋ
67,樅,7,摐,打也又音䆫,tsʰioŋ
67,樅,8,䐫,肥病,tsʰioŋ
67,樅,9,𥡬,治禾𥡬移,tsʰioŋ
67,樅,10,𧺣,急行也又音蹤,tsʰioŋ
67,樅,11,鬆,髪亂又息恭切,tsʰioŋ
67,樅,12,𨑪,𨑪遷,tsʰioŋ
68,銎,1,銎,斤斧受柄處也曲恭切又許容切二,kʰioŋ
68,銎,2,𥳎,𥳎籠,kʰioŋ
69,江,1,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江廪江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一,koŋ
69,江,2,扛,舉鼎說文云扛横關對舉也秦武王與孟說扛龍文之鼎脱臏而死,koŋ
69,江,3,杠,旌旗飾一曰牀前横[-/木],koŋ
69,江,4,茳,茳蘺香草,koŋ
69,江,5,釭,燈又音工,koŋ
69,江,6,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石,koŋ
69,江,7,豇,豇豆蔓生白色,koŋ
69,江,8,肛,胮肛脹大又許江切,koŋ
69,江,9,玒,玉名又音工,koŋ
69,江,10,𧢸,舉角,koŋ
69,江,11,䜫,䜫谷在南郡,koŋ
70,厖,1,厖,厚也[犬/大]也莫江切十四,moŋ
70,厖,2,駹,黑馬白面,moŋ
70,厖,3,狵,犬多毛亦作尨,moŋ
70,厖,4,尨,上同（狵‧犬多毛亦作尨）,moŋ
70,厖,5,浝,水名,moŋ
70,厖,6,哤,語雜亂曰哤,moŋ
70,厖,7,牻,牛白黑雜,moŋ
70,厖,8,娏,女神名,moŋ
70,厖,9,䵨,隂私事也,moŋ
70,厖,10,㟌,五帋山名在蜀,moŋ
70,厖,11,蛖,蛖螻螻蛄類,moŋ
70,厖,12,𥆙,目不明,moŋ
70,厖,13,痝,病困,moŋ
70,厖,14,𠈵,不媚,moŋ
71,𦗳,1,𦗳,耳中聲也女江切八,ɳoŋ
71,𦗳,2,𣰊,髪多,ɳoŋ
71,𦗳,3,涳,姓出纂文又音[⿰羊咅/羫],ɳoŋ
71,𦗳,4,噥,噥嗔語出字林,ɳoŋ
71,𦗳,5,𩟊,強食,ɳoŋ
71,𦗳,6,鬞,亂髮,ɳoŋ
71,𦗳,7,䁸,目不明,ɳoŋ
71,𦗳,8,𪆯,鴻𪆯,ɳoŋ
72,囪,1,囪,說文曰在牆曰牖在屋曰囱楚江切九,tʃʰoŋ
72,囪,2,䆫,說文作窗通孔也釋名曰䆫聦也於內見外之聦明也,tʃʰoŋ
72,囪,3,牎,上同（䆫‧說文作窗通孔也釋名曰䆫聦也於內見外之聦明也）,tʃʰoŋ
72,囪,4,窓,俗（牎‧上同（䆫‧說文作窗通孔也釋名曰䆫聦也於內見外之聦明也））,tʃʰoŋ
72,囪,5,䎫,種也,tʃʰoŋ
72,囪,6,堫,上同（䎫‧種也）,tʃʰoŋ
72,囪,7,摐,打鐘鼓也,tʃʰoŋ
72,囪,8,鏦,短矛也,tʃʰoŋ
72,囪,9,𥍷,上同（鏦‧短矛也）,tʃʰoŋ
73,邦,1,邦,國也又姓出何氏姓苑博江切四,poŋ
73,邦,2,𤰫,古文（邦‧國也又姓出何氏姓苑博江切四）,poŋ
73,邦,3,梆,木名,poŋ
73,邦,4,垹,土精如手在地中食之無病,poŋ
74,栙,1,栙,降䉶帆未張下江切八,ɦoŋ
74,栙,2,䜶,䜶䝄胡豆,ɦoŋ
74,栙,3,降,降伏又古巷切,ɦoŋ
74,栙,4,缸,甖[缸/瓨],ɦoŋ
74,栙,5,缻,上同（缸‧甖[缸/瓨]）,ɦoŋ
74,栙,6,洚,說文曰水不遵道一曰下也又古巷切,ɦoŋ
74,栙,7,夅,服也,ɦoŋ
74,栙,8,跭,跭𨇯[堅/豎]立也,ɦoŋ
75,胮,1,胮,胮脹匹江切又音龐五,pʰoŋ
75,胮,2,𤵸,上同（胮‧胮脹匹江切又音龐五）,pʰoŋ
75,胮,3,𩐨,鼓聲,pʰoŋ
75,胮,4,𪔔,上同（𩐨‧鼓聲）,pʰoŋ
75,胮,5,𪐿,黑皃,pʰoŋ
76,瀧,1,瀧,南人名湍亦州在嶺南吕江切又音雙二,loŋ
76,瀧,2,䮾,充塞之皃,loŋ
77,雙,1,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七,ʃoŋ
77,雙,2,艭,艂艭舩名,ʃoŋ
77,雙,3,䉶,帆也,ʃoŋ
77,雙,4,𢥠,懼也左傳云駟氏𢥠,ʃoŋ
77,雙,5,䝄,豆也,ʃoŋ
77,雙,6,瀧,水名在郴州界,ʃoŋ
77,雙,7,𨇯,跭𨇯立也,ʃoŋ
78,龐,1,龐,姓也出南安南陽二望本周文王子畢公髙後封於龐因氏焉魏有龐㳙薄江切五,boŋ
78,龐,2,逄,姓也出北海左傳齊有逄丑父,boŋ
78,龐,3,胮,胮肛脹大皃,boŋ
78,龐,4,𩐨,鼓聲,boŋ
78,龐,5,舽,舽舡船[皃/名],boŋ
79,肛,1,肛,許江切四,hoŋ
79,肛,2,啌,啌瞋語出聲譜,hoŋ
79,肛,3,谾,空谷皃,hoŋ
79,肛,4,舡,舽舡船[皃/名],hoŋ
80,胦,1,胦,胦肛不伏人握江切一,ʔoŋ
81,腔,1,腔,羊腔也苦江切十二,kʰoŋ
81,腔,2,𤟄,上同（腔‧羊腔也苦江切十二）,kʰoŋ
81,腔,3,羫,古文（𤟄‧上同（腔‧羊腔也苦江切十二））,kʰoŋ
81,腔,4,控,打也又苦貢切,kʰoŋ
81,腔,5,椌,椌楬,kʰoŋ
81,腔,6,悾,信也愨也又音空,kʰoŋ
81,腔,7,跫,蹋地聲,kʰoŋ
81,腔,8,涳,直流,kʰoŋ
81,腔,9,崆,崆㟅山皃又音空,kʰoŋ
81,腔,10,𩩝,𩪘𩩝[㞍/尻]骨,kʰoŋ
81,腔,11,㾤,喉中病,kʰoŋ
81,腔,12,㼹,㼹甎𤮇也,kʰoŋ
82,幢,1,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六,ɖoŋ
82,幢,2,撞,撞突也學記曰善待問者如撞鐘撞擊也,ɖoŋ
82,幢,3,橦,木名又音鍾童,ɖoŋ
82,幢,4,𣃘,旌旗杠皃出說文又丑善切,ɖoŋ
82,幢,5,噇,喫皃,ɖoŋ
82,幢,6,𩪘,𩪘𩩝[㞍/尻]骨,ɖoŋ
83,憃,1,憃,愚也丑江切又丑龍切又抽用切五,ʈʰoŋ
83,憃,2,䚎,視不明也一曰直視又丑巷切,ʈʰoŋ
83,憃,3,𥡟,黍𥡟不實也,ʈʰoŋ
83,憃,4,䄝,祠不敬也,ʈʰoŋ
83,憃,5,𧜧,短敝衣也,ʈʰoŋ
84,樁,1,樁,橛也都江切二,ʈoŋ
84,樁,2,𣻛,深水立𣻛,ʈoŋ
85,㟅,1,㟅,五江切一,ŋoŋ
86,淙,1,淙,水流皃士江切又才宗切四,dʒoŋ
86,淙,2,鬃,髻髙皃,dʒoŋ
86,淙,3,㼻,甖也出方言,dʒoŋ
86,淙,4,𩞐,饞𩞐愛食,dʒoŋ
87,支,1,支,支度也支持也亦姓何氏姓苑云琅邪人後趙録有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九,tɕie
87,支,2,𥾣,縴𥾣挽船繩也,tɕie
87,支,3,只,專辝又之爾切,tɕie
87,支,4,汥,水都名,tɕie
87,支,5,㲍,㲔㲍者輕毛皃,tɕie
87,支,6,巵,酒器,tɕie
87,支,7,梔,栀子木實可染黃,tɕie
87,支,8,枝,枝柯又漢複姓左傳楚大夫枝如子弓,tɕie
87,支,9,衹,[衹/祇]適也又巨支切,tɕie
87,支,10,㽻,疾也,tɕie
87,支,11,衼,衹衼尼法衣也衹音歧,tɕie
87,支,12,肢,肢體,tɕie
87,支,13,胑,並上同（肢‧肢體）,tɕie
87,支,14,𨈛,𨈛體,tɕie
87,支,15,禔,福也又是支切,tɕie
87,支,16,馶,馬強,tɕie
87,支,17,氏,月氏國名又閼氏匈奴皇后也又精是二音,tɕie
87,支,18,疻,毀傷,tɕie
87,支,19,㩼,多也又音寘,tɕie
87,支,20,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宫外,tɕie
87,支,21,䧴,上同（鳷‧鳥名漢武帝造鳷鵲觀在雲陽甘泉宫外）,tɕie
87,支,22,觶,本音寘今作奉觶字,tɕie
87,支,23,榰,爾雅曰榰柱也謂相榰柱也,tɕie
87,支,24,㯄,玉篇云木盛,tɕie
87,支,25,𪂅,土精如鴈一足黃色毀之殺人,tɕie
87,支,26,𧌔,蟲名似蜥蜴能吞人,tɕie
87,支,27,眵,目汁凝又尺支切,tɕie
87,支,28,䡋,䡋軝長轂,tɕie
87,支,29,𩍲,皮鞁,tɕie
88,移,1,移,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書[蔑/箋]表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二,jie
88,移,2,䄬,上同（移‧遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書[蔑/箋]表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二）,jie
88,移,3,迻,說文遷也,jie
88,移,4,𠩗,說文歠也,jie
88,移,5,杝,木名,jie
88,移,6,鉹,方言云涼州呼甑又音侈,jie
88,移,7,袲,宋地名又音侈,jie
88,移,8,箷,衣架,jie
88,移,9,𥠥,上同（箷‧衣架）。又榻前几。,jie
88,移,10,㥴,忯㥴不憂事,jie
88,移,11,詑,詑詑自得皃又淺意也,jie
88,移,12,簃,樓閣邊小屋又音池,jie
88,移,13,䔟,萎䔟草,jie
88,移,14,熪,燫熪火不絶皃,jie
88,移,15,扅,扊扅戸扃,jie
88,移,16,衪,衣袖,jie
88,移,17,暆,東暆縣在樂浪,jie
